"","Transaction_ID","Transaction_Date","Customer_ID","Product_Category","Product_ID","Quantity","Unit_Price","Discount","Region","Sales_Channel","Delivery_Time","Total_Price","Price_per_Unit","Efficiency","Feature_Interaction","Cross_Term","ID_Prefix","ID_Length","ID_HasPattern","Discount_Level","Sales_Rank","Avg_Quantity_Region","Sum_Sales_Region","Count_Product_Region"
"42","9Zc9XZbqWFIq","2024-07-02","u2UNPGzvGM","Clothing","P0417","6","27.05","0.25","East","Offline","2","121.73","20.28833333333333","3","1.5","Clothing_East","P0","5","true","4","10","2.936507936507936","4261.129999999999","126"
"43","RhwZUU5xCX8E","2023-10-03","XLMEBXjhI3","Books","P0368","5","11.87","0.04","East","Online","7","56.98","11.396","0.7142857142857143","0.2","Books_East","P0","5","true","1","98","2.936507936507936","4261.129999999999","126"
"44","Be6H0Dk1kcOL","2020-07-15","nRLwRKCBNj","Groceries","P0484","6","15.73","0.21","South","Offline","3","74.56","12.42666666666667","2","1.26","Groceries_South","P0","5","true","3","44","3.575221238938053","5036.29","113"
"45","ElCDeUaQfcVI","2024-03-19","ej149xbZ8x","Electronics","P0263","3","18.16","0.01","South","Offline","1","53.94","17.98","3","0.03","Electronics_South","P0","5","true","1","108","3.575221238938053","5036.29","113"
"46","jqfViygzxl9A","2020-08-13","p89XCPPyOD","Books","P0120","3","5.82","0.19","North","Offline","6","14.14","4.713333333333334","0.5","0.5700000000000001","Books_North","P0","5","true","3","396","2.99290780141844","4864.940000000003","141"
"47","vTMKTvXuKI0T","2021-05-18","Ome8ic2spy","Books","P0043","6","11.66","0.07","East","Offline","2","65.06","10.84333333333333","3","0.42","Books_East","P0","5","true","1","73","2.936507936507936","4261.129999999999","126"
"48","N8Wn2ihtH8vd","2023-10-10","uDDO1l3114","Home","P0369","4","19.73","0.1","East","Offline","1","71.03","17.7575","4","0.4","Home_East","P0","5","true","2","56","2.936507936507936","4261.129999999999","126"
"49","bIDoZubCoeR8","2022-09-10","cXjEvmcnoz","Books","P0462","3","11.87","0.1","South","Online","6","32.05","10.68333333333333","0.5","0.3","Books_South","P0","5","true","2","243","3.575221238938053","5036.29","113"
"50","1h65CzfzOoGT","2021-12-27","HA9AbKdK1p","Clothing","P0054","3","8.14","0.1","West","Offline","9","21.98","7.326666666666667","0.3333333333333333","0.3","Clothing_West","P0","5","true","2","333","3.116666666666667","4169.719999999999","120"
"51","CkYDC3LcA05B","2022-08-02","p7GPSg9rjI","Home","P0242","5","14.76","0.06","West","Online","6","69.37","13.874","0.8333333333333334","0.3","Home_West","P0","5","true","1","62","3.116666666666667","4169.719999999999","120"
"52","pO5tWpHm8Ebt","2023-06-22","ML4tc831Qd","Books","P0037","3","20.94","0.02","East","Online","1","61.56","20.52","3","0.06","Books_East","P0","5","true","1","81","2.936507936507936","4261.129999999999","126"
"53","eQtwc5RMzUFi","2022-07-10","V5zOh96PeD","Books","P0099","5","13.63","0.28","East","Online","7","49.07","9.814","0.7142857142857143","1.4","Books_East","P0","5","true","4","130","2.936507936507936","4261.129999999999","126"
"54","9JIgS1jKeMSa","2021-09-17","SsaI3yxuiC","Home","P0099","1","5.06","0","East","Offline","8","5.06","5.06","0.125","0","Home_East","P0","5","true","1","465","2.936507936507936","4261.129999999999","126"
"55","CGr7oZEZk6f7","2020-09-18","L01Aea5e7o","Electronics","P0109","3","3.47","0.03","East","Offline","9","10.1","3.366666666666667","0.3333333333333333","0.09","Electronics_East","P0","5","true","1","429","2.936507936507936","4261.129999999999","126"
"56","qOYU7pmfExha","2021-01-24","hPlpLN3e0Y","Electronics","P0489","1","8.16","0.16","North","Online","5","6.85","6.85","0.2","0.16","Electronics_North","P0","5","true","3","460","2.99290780141844","4864.940000000003","141"
"57","xu44wAuAI2Ob","2020-05-09","5sFUACczC6","Books","P0167","6","7.36","0.22","South","Online","10","34.44","5.739999999999999","0.6","1.32","Books_South","P0","5","true","3","227","3.575221238938053","5036.29","113"
"58","F1HoiWBfQYRv","2023-10-27","gasCKh5m7r","Groceries","P0002","5","15.89","0.01","South","Online","8","78.66","15.732","0.625","0.05","Groceries_South","P0","5","true","1","38","3.575221238938053","5036.29","113"
"59","ScZgw2KnDOm1","2022-10-23","m13rwzbOp8","Books","P0110","2","17.35","0.18","West","Online","2","28.45","14.225","1","0.36","Books_West","P0","5","true","3","273","3.116666666666667","4169.719999999999","120"
"60","eZaaik4jrify","2021-01-08","E6G6fkQci0","Books","P0049","5","9.83","0.08","West","Online","5","45.22","9.044","1","0.4","Books_West","P0","5","true","2","142","3.116666666666667","4169.719999999999","120"
"61","pwHZ2RJEBpzB","2023-11-29","QvQkxBgv0a","Groceries","P0195","4","10.43","0.12","South","Offline","9","36.71","9.1775","0.4444444444444444","0.48","Groceries_South","P0","5","true","2","207","3.575221238938053","5036.29","113"
"62","LSPqrRjfkxzy","2022-02-08","l3FIVSuBx0","Groceries","P0080","4","17.04","0.14","East","Offline","2","58.62","14.655","2","0.56","Groceries_East","P0","5","true","2","93","2.936507936507936","4261.129999999999","126"
"63","ZuyxbC4P0zkn","2022-10-11","1A35fVGWJI","Electronics","P0086","4","15.38","0.07","South","Offline","9","57.21","14.3025","0.4444444444444444","0.28","Electronics_South","P0","5","true","2","97","3.575221238938053","5036.29","113"
"64","9oWtxldxNF1L","2021-11-28","tsJM7kNdmn","Electronics","P0115","0","17.79","0.2","South","Online","6","0","","0","0","Electronics_South","P0","5","true","3","475","3.575221238938053","5036.29","113"
"65","DJHIkQgwVBZf","2021-10-11","aimP2BXUkB","Clothing","P0276","3","3.59","0.15","North","Offline","6","9.15","3.05","0.5","0.45","Clothing_North","P0","5","true","3","441","2.99290780141844","4864.940000000003","141"
"66","NxV2bof9xv8m","2020-02-09","ur0hDynQhO","Electronics","P0492","2","10.44","0.19","East","Offline","5","16.91","8.455","0.4","0.38","Electronics_East","P0","5","true","3","378","2.936507936507936","4261.129999999999","126"
"67","vdkS32OBGCAt","2021-05-31","da3ON805VB","Home","P0263","2","18.77","0.02","East","Online","3","36.79","18.395","0.6666666666666666","0.04","Home_East","P0","5","true","1","206","2.936507936507936","4261.129999999999","126"
"68","3PJQKENU11fp","2020-02-02","964gZRxN3W","Groceries","P0360","1","13.62","0.09","North","Online","1","12.39","12.39","1","0.09","Groceries_North","P0","5","true","2","413","2.99290780141844","4864.940000000003","141"
"69","llmumQZnv7Bl","2022-08-02","BeQ5Et9Qjm","Clothing","P0010","5","9.84","0.23","South","Online","2","37.88","7.576000000000001","2.5","1.15","Clothing_South","P0","5","true","4","191","3.575221238938053","5036.29","113"
"70","6cdrfqE8Vgcy","2020-04-12","9pRYpZdR3T","Home","P0490","4","13.66","0.08","East","Online","1","50.27","12.5675","4","0.32","Home_East","P0","5","true","2","123","2.936507936507936","4261.129999999999","126"
"71","eIompY0Sxlfp","2023-06-05","uxh3auRBBI","Clothing","P0010","2","11.64","0.25","East","Online","5","17.46","8.73","0.4","0.5","Clothing_East","P0","5","true","4","374","2.936507936507936","4261.129999999999","126"
"72","HJ8aolc6rvTB","2020-04-18","C5At5ohS56","Electronics","P0415","4","7.73","0.24","East","Online","1","23.5","5.875","4","0.96","Electronics_East","P0","5","true","4","319","2.936507936507936","4261.129999999999","126"
"73","PyzX1HeveXfx","2022-09-28","flCZoSq9VK","Clothing","P0383","5","19.94","0.05","West","Online","6","94.72","18.944","0.8333333333333334","0.25","Clothing_West","P0","5","true","1","22","3.116666666666667","4169.719999999999","120"
"74","iLOIsP05DfSQ","2023-09-14","eUbB4WmVm8","Clothing","P0205","1","14.55","0.24","East","Online","1","11.06","11.06","1","0.24","Clothing_East","P0","5","true","4","423","2.936507936507936","4261.129999999999","126"
"75","Z2ehjY4ZVShP","2024-08-19","Bo9fdG8bZ6","Groceries","P0429","3","22.14","0.07","North","Offline","2","61.77","20.59","1.5","0.21","Groceries_North","P0","5","true","2","80","2.99290780141844","4864.940000000003","141"
"76","uESnwmOrT9Y9","2020-03-16","jhOrR6FANj","Home","P0294","5","8.54","0.05","South","Online","9","40.56","8.112","0.5555555555555556","0.25","Home_South","P0","5","true","1","175","3.575221238938053","5036.29","113"
"77","Jmlq5JUBIcI6","2022-09-06","HNzGjbrfJD","Home","P0204","4","6.12","0.17","West","Offline","5","20.32","5.08","0.8","0.68","Home_West","P0","5","true","3","345","3.116666666666667","4169.719999999999","120"
"78","sgqxw1OGVl3v","2024-12-05","P1zgCnGbR8","Clothing","P0189","5","13.76","0.05","East","Online","6","65.36","13.072","0.8333333333333334","0.25","Clothing_East","P0","5","true","1","72","2.936507936507936","4261.129999999999","126"
"79","LPxWKd7tWotN","2024-02-23","re0cyS8m6o","Clothing","P0033","1","12.56","0.28","North","Offline","4","9.04","9.04","0.25","0.28","Clothing_North","P0","5","true","4","444","2.99290780141844","4864.940000000003","141"
"80","3LObgCy1GIwb","2024-04-19","M9k1C31JJy","Clothing","P0472","2","15.58","0.14","West","Offline","9","26.8","13.4","0.2222222222222222","0.28","Clothing_West","P0","5","true","2","289","3.116666666666667","4169.719999999999","120"
"81","KY9S73PXUbNy","2022-01-02","cFo6siKnvj","Books","P0270","4","12.32","0.25","East","Online","8","36.96","9.24","0.5","1","Books_East","P0","5","true","4","202","2.936507936507936","4261.129999999999","126"
"82","q0Z9SdG66x1t","2020-01-16","s1J9ocq25P","Home","P0226","3","9.23","0.28","South","Online","10","19.94","6.646666666666667","0.3","0.8400000000000001","Home_South","P0","5","true","4","349","3.575221238938053","5036.29","113"
"83","afVFuZcXmlWI","2023-10-12","wDTpgJS8FC","Home","P0136","3","14.78","0.1","West","Online","3","39.91","13.30333333333333","1","0.3","Home_West","P0","5","true","2","177","3.116666666666667","4169.719999999999","120"
"84","CRcediCOUJyo","2024-10-21","wPuc8xUQh4","Groceries","P0250","3","27.46","0.16","South","Offline","1","69.2","23.06666666666667","3","0.48","Groceries_South","P0","5","true","3","64","3.575221238938053","5036.29","113"
"85","8Tv9P5voCcTd","2023-06-25","2zKcgSMz1e","Books","P0339","1","9.07","0.17","North","Online","4","7.53","7.53","0.25","0.17","Books_North","P0","5","true","3","457","2.99290780141844","4864.940000000003","141"
"86","ctSuklQ2sLZ2","2022-10-02","4aBQZL2sgk","Groceries","P0355","2","11.93","0.08","East","Online","1","21.95","10.975","2","0.16","Groceries_East","P0","5","true","2","334","2.936507936507936","4261.129999999999","126"
"87","ks7FF0rPhJRo","2023-09-10","rjHMp8p6Uk","Groceries","P0251","2","17.75","0.29","East","Offline","7","25.2","12.6","0.2857142857142857","0.58","Groceries_East","P0","5","true","4","307","2.936507936507936","4261.129999999999","126"
"88","SLmyPfW732xL","2022-09-14","MUQ11wikdL","Clothing","P0106","2","22.14","0.04","South","Offline","5","42.51","21.255","0.4","0.08","Clothing_South","P0","5","true","1","162","3.575221238938053","5036.29","113"
"89","mDnL1dUGL45w","2024-07-11","Rx0ac4ifBI","Electronics","P0202","3","18.44","0.01","East","Online","2","54.77","18.25666666666667","1.5","0.03","Electronics_East","P0","5","true","1","103","2.936507936507936","4261.129999999999","126"
"90","lxtzHmPNxV38","2024-07-23","qqi47mApPU","Books","P0300","4","24.2","0.17","North","Online","4","80.34","20.085","1","0.68","Books_North","P0","5","true","3","36","2.99290780141844","4864.940000000003","141"
"91","loN2S5Gvrz8X","2020-03-22","9g9CuO7Sbq","Electronics","P0058","2","1.78","0.26","West","Online","1","2.63","1.315","2","0.52","Electronics_West","P0","5","true","4","470","3.116666666666667","4169.719999999999","120"
"92","pyv93p8Ni3AN","2022-07-02","3bUiiErG8B","Clothing","P0233","6","21.23","0.18","South","Online","7","104.45","17.40833333333333","0.8571428571428571","1.08","Clothing_South","P0","5","true","3","14","3.575221238938053","5036.29","113"
"93","FPK7MalXGwXr","2020-11-20","EooWiaNQWB","Electronics","P0019","1","6.55","0.12","South","Offline","5","5.76","5.76","0.2","0.12","Electronics_South","P0","5","true","2","464","3.575221238938053","5036.29","113"
"94","lh3lF7nyL50R","2024-07-03","JglidgSaCj","Groceries","P0192","4","16.62","0.01","South","Online","4","65.82","16.455","1","0.04","Groceries_South","P0","5","true","1","71","3.575221238938053","5036.29","113"
"95","C3nJKzLhRMlm","2023-10-15","bcNQ1BA325","Groceries","P0289","3","10.45","0.17","East","Offline","4","26.02","8.673333333333334","0.75","0.51","Groceries_East","P0","5","true","3","298","2.936507936507936","4261.129999999999","126"
"96","JGgiiR96TvIS","2022-08-08","pnvSzLykEK","Groceries","P0393","5","14.67","0.23","South","Offline","4","56.48","11.296","1.25","1.15","Groceries_South","P0","5","true","4","100","3.575221238938053","5036.29","113"
"97","fP46wwu8CfFp","2020-10-22","6vGnt89gE8","Clothing","P0433","2","18.93","0.07","South","Offline","3","35.21","17.605","0.6666666666666666","0.14","Clothing_South","P0","5","true","2","222","3.575221238938053","5036.29","113"
"98","BwRrJsXd1PY8","2020-05-28","EkORkE4TUQ","Electronics","P0465","2","22.11","0.18","West","Offline","3","36.26","18.13","0.6666666666666666","0.36","Electronics_West","P0","5","true","3","211","3.116666666666667","4169.719999999999","120"
"99","VZ3hb9WnPJUe","2022-09-22","2Oqxn5bkPR","Clothing","P0165","4","8.62","0.02","North","Online","2","33.79","8.4475","2","0.08","Clothing_North","P0","5","true","1","230","2.99290780141844","4864.940000000003","141"
"100","eVdMK2sWU8RD","2024-05-11","qOjg7DzuGb","Home","P0367","2","20.43","0.25","East","Offline","8","30.64","15.32","0.25","0.5","Home_East","P0","5","true","4","250","2.936507936507936","4261.129999999999","126"
"101","pnqxEn9IEb7c","2020-04-09","9KfzbEYL4O","Clothing","P0285","1","16.94","0.07","North","Offline","4","15.75","15.75","0.25","0.07","Clothing_North","P0","5","true","2","382","2.99290780141844","4864.940000000003","141"
"102","2ccUR7jiUHe7","2022-09-25","X0epzADTlf","Clothing","P0215","4","13.02","0.14","South","Offline","9","44.79","11.1975","0.4444444444444444","0.56","Clothing_South","P0","5","true","2","147","3.575221238938053","5036.29","113"
"103","JcARmKm72Jop","2020-10-24","CVcmAl1i0E","Electronics","P0207","6","8.91","0.13","North","Offline","4","46.51","7.751666666666666","1.5","0.78","Electronics_North","P0","5","true","2","140","2.99290780141844","4864.940000000003","141"
"104","2oTEL8R5rX6s","2021-02-05","ohW2eA1bRT","Clothing","P0265","1","10.48","0.08","West","Online","5","9.64","9.64","0.2","0.08","Clothing_West","P0","5","true","2","436","3.116666666666667","4169.719999999999","120"
"105","O7zv4sGcTWZr","2020-03-31","XGwuFFmjUS","Home","P0190","3","12.99","0.22","East","Offline","2","30.4","10.13333333333333","1.5","0.66","Home_East","P0","5","true","4","252","2.936507936507936","4261.129999999999","126"
"106","IIOJrQQPbZdp","2022-02-19","poZDYaQFXX","Home","P0243","3","20.99","0.16","North","Offline","1","52.89","17.63","3","0.48","Home_North","P0","5","true","3","113","2.99290780141844","4864.940000000003","141"
"107","eXg2WnEyT0Av","2023-04-19","X5QdRgn3Q1","Home","P0409","4","19.44","0.04","South","Online","7","74.65","18.6625","0.5714285714285714","0.16","Home_South","P0","5","true","1","42","3.575221238938053","5036.29","113"
"108","XgMkSH8pOn8V","2022-12-13","CUSV68x3zo","Home","P0059","2","15.6","0.05","West","Offline","7","29.64","14.82","0.2857142857142857","0.1","Home_West","P0","5","true","1","260","3.116666666666667","4169.719999999999","120"
"109","LqhlaTovgiXQ","2022-04-30","UKVHApcvpL","Clothing","P0249","7","12.49","0.17","North","Offline","9","72.57","10.36714285714286","0.7777777777777778","1.19","Clothing_North","P0","5","true","3","49","2.99290780141844","4864.940000000003","141"
"110","q4si56o7mCp1","2020-10-14","mgUUtDxONb","Books","P0465","2","12.49","0.26","East","Offline","4","18.49","9.245","0.5","0.52","Books_East","P0","5","true","4","366","2.936507936507936","4261.129999999999","126"
"111","BUzB07VKXiRX","2021-12-20","fys5NOYO8L","Home","P0294","1","9.25","0.17","West","Online","2","7.68","7.68","0.5","0.17","Home_West","P0","5","true","3","455","3.116666666666667","4169.719999999999","120"
"112","liYFDdvwN9jU","2024-11-16","BK0BF0ILrY","Electronics","P0354","2","16.6","0.03","South","Online","1","32.2","16.1","2","0.06","Electronics_South","P0","5","true","1","240","3.575221238938053","5036.29","113"
"113","Fp8aGw9uhH3h","2020-02-29","8HSULOLjYq","Home","P0090","3","15.48","0.22","South","Offline","10","36.22","12.07333333333333","0.3","0.66","Home_South","P0","5","true","4","213","3.575221238938053","5036.29","113"
"114","AAVK2qJTNeun","2023-08-01","vO7bkFFB8q","Electronics","P0239","2","18.21","0.18","South","Online","8","29.86","14.93","0.25","0.36","Electronics_South","P0","5","true","3","257","3.575221238938053","5036.29","113"
"115","O8IHFmfSNGIT","2022-04-28","nb66A3qwSl","Clothing","P0256","5","15.21","0.09","West","Offline","10","69.21","13.842","0.5","0.45","Clothing_West","P0","5","true","2","63","3.116666666666667","4169.719999999999","120"
"116","O1r8wYG2VUNZ","2024-07-01","w5ziZtmrXN","Home","P0039","2","16.72","0.2","North","Offline","10","26.75","13.375","0.2","0.4","Home_North","P0","5","true","3","290","2.99290780141844","4864.940000000003","141"
"117","y5im2CKZ05SR","2022-08-26","H4ENrKlagt","Books","P0130","2","18.66","0.01","West","Online","8","36.95","18.475","0.25","0.02","Books_West","P0","5","true","1","203","3.116666666666667","4169.719999999999","120"
"118","lrBl6DtnAzoR","2021-01-11","ok7K8VYrhm","Clothing","P0245","5","18.67","0.11","West","Offline","5","83.08","16.616","1","0.55","Clothing_West","P0","5","true","2","31","3.116666666666667","4169.719999999999","120"
"119","asokqPsut0cS","2021-09-29","smv4ZS8a7x","Home","P0061","1","7.65","0.22","North","Offline","6","5.97","5.97","0.1666666666666667","0.22","Home_North","P0","5","true","4","463","2.99290780141844","4864.940000000003","141"
"120","ZtAl7lGwRXAg","2021-03-02","AvuBeevTFW","Books","P0055","3","12.28","0.19","East","Online","8","29.84","9.946666666666667","0.375","0.5700000000000001","Books_East","P0","5","true","3","259","2.936507936507936","4261.129999999999","126"
"121","nlDCdlop7Hq6","2021-03-17","T8jDdv7f4E","Clothing","P0266","3","12.25","0.2","South","Offline","1","29.4","9.799999999999999","3","0.6000000000000001","Clothing_South","P0","5","true","3","263","3.575221238938053","5036.29","113"
